epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_roc_auc
1,1.0152315817467001,0.5353992626125916,0.9566094822552593,0.5879924953095684,0.3149119593326002,0.7748880369647707
2,0.9216531468387992,0.5837028048723573,0.9667904955361172,0.5883677298311445,0.35724485189917166,0.7678228703376702
3,0.8738610237918899,0.6046576748961591,1.1667999283681443,0.4540337711069418,0.2999940044337502,0.7387767243009438
4,0.825301078679197,0.6344331917673963,1.0887168809128522,0.5302063789868668,0.31716795660348496,0.7467304769122587
5,0.7621641422461911,0.6587949782984085,1.070223367773346,0.5951219512195122,0.3184189502186019,0.7620625330717727
6,0.7002595142701851,0.6921640920334158,1.2615764801822058,0.5707317073170731,0.3123739093000335,0.7669165825087034
7,0.6306981841092594,0.7245998039856256,1.321200023762057,0.5508442776735459,0.33228144528065184,0.7279070852923282
8,0.5671191061851041,0.7559154337984786,1.495017544011014,0.550093808630394,0.32107088450610594,0.7161326521282253
9,0.49931617114615906,0.7889111868203669,1.6172213502074495,0.5530956848030019,0.319611935048987,0.7246607218897587
10,0.43399561872705733,0.8206935175246185,1.6152220609152295,0.5373358348968105,0.33453485171231273,0.6957279829357957
11,0.37820696616902166,0.8461753861949877,1.832248995613174,0.5654784240150094,0.30922072165269376,0.714290509308239
12,0.34115591241191,0.8610164745414663,2.109439739120834,0.4949343339587242,0.27817462519608294,0.6763167965253002
13,0.2966879584298909,0.8821580249218276,1.8933364570084925,0.5200750469043152,0.30241047148955136,0.6788095183224038
14,0.26345829754607447,0.897465814159705,1.9398833058117477,0.49906191369606,0.3018083983953758,0.6891096017293519
15,0.24141293048508142,0.9053530592243432,1.9365475979352311,0.5399624765478424,0.29949541857739853,0.7248049357347368
16,0.21003257132569067,0.9203808279273813,2.166074462489384,0.4979362101313321,0.2905569336362218,0.6975997363026233
17,0.19882355155526296,0.9231343631866337,2.181314023607891,0.4960600375234522,0.29601339728125936,0.7088781917793671
18,0.1809207661975452,0.9316749894992299,2.2108031841498184,0.5407129455909944,0.3291399107472044,0.7096758240644816
19,0.17317805878577067,0.9348018854716013,2.2200463301245312,0.5272045028142589,0.2777127442686743,0.7228774725559475
20,0.15761419018271444,0.9418023988425818,4.170915562684106,0.5309568480300187,0.23526888790458908,0.7235501294925141
21,0.15423971598127037,0.94245578009054,2.2262748601945996,0.551219512195122,0.3452035806493254,0.7006218857768406
22,0.13337520612196424,0.9498763242637793,2.4421143549682283,0.5347091932457786,0.329635415326561,0.714291810024801
23,0.12718603245953275,0.9527231997013115,2.5360878475628947,0.5478424015009381,0.3195670982670446,0.7000466054433307
24,0.12294372711884395,0.9558500956736827,2.920474500246835,0.47879924953095687,0.26107677225715575,0.6761961913421762
25,0.12022751103743265,0.9557100854062631,2.527393448358405,0.4949343339587242,0.2986263795491946,0.670870775054993
26,0.11075803538143798,0.9593970224483129,2.5095312075448306,0.5617260787992495,0.32547722047351063,0.691735497656174
27,0.10072706410141587,0.9634573202034816,3.0402229929703717,0.5463414634146342,0.2803826729348883,0.6862279146280663
28,0.09817815915570022,0.9648574228776777,2.5058588300029596,0.5324577861163227,0.2965306421092603,0.7106315837274766
29,0.10454295202368197,0.9625239184206842,2.601622260195565,0.5212007504690431,0.3039297835207627,0.6734554227189806
30,0.08998443467935713,0.9684976898305876,2.688929920662701,0.549343339587242,0.3106453625551289,0.6982628633630359
